step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
175,CASH_OUT,372267.71,C603542,372267.71,0.0,C649237,17667.39,41983.99,1,0
175,PAYMENT,4890.49,C151393,12057.44,7166.95,M687273,17006.41,21896.9,0,0
175,PAYMENT,22668.74,C354768,28615.9,5947.16,M924218,4281.88,26950.62,0,0
175,DEBIT,4853.54,C247797,12616.37,7762.83,C395877,27718.98,32572.52,0,0
175,DEBIT,17278.68,C742454,34150.6,16871.92,C395905,19668.32,36947.0,0,0
176,DEBIT,2461.61,C867847,5721.5,3259.89,C938536,43215.18,45676.79,0,0
176,CASH_OUT,15556.03,C193525,16936.22,1380.19,C613244,14590.78,30146.81,0,0
176,DEBIT,11034.32,C568501,24064.21,13029.89,C432577,3889.69,14924.01,0,0
177,TRANSFER,23433.62,C163288,46137.46,22703.84,C141396,49595.94,73029.56,0,0
177,DEBIT,24813.29,C769197,72529.82,47716.53,C314967,27835.77,52649.06,0,0
177,CASH_IN,2279.09,C167735,6289.21,4010.12,C129536,8090.15,10369.24,0,0
178,TRANSFER,19610.53,C460367,51826.29,32215.76,C270423,29733.05,49343.58,0,0
178,CASH_OUT,4457.94,C996844,5888.88,1430.94,C138724,32087.84,36545.78,0,0
179,CASH_OUT,1615.79,C890092,4766.55,3150.76,C861972,25539.39,27155.18,0,0
179,PAYMENT,20009.09,C958109,46208.14,26199.05,M998406,807.55,20816.64,0,0
179,PAYMENT,23725.92,C591353,24007.63,281.71,M552165,14810.42,38536.34,0,0
180,DEBIT,2691.91,C377356,5213.51,2521.6,C752747,7780.62,10472.53,0,0
180,CASH_IN,3472.29,C555702,6191.07,2718.78,C359182,47894.53,51366.82,0,0
180,PAYMENT,17501.43,C834391,45276.75,27775.32,M481387,48625.08,66126.51,0,0
181,PAYMENT,4419.99,C493342,12857.64,8437.65,M933023,18282.81,22702.8,0,0
181,DEBIT,2687.65,C522763,4825.78,2138.13,C251320,20002.51,22690.16,0,0
181,TRANSFER,19644.41,C831222,21815.33,2170.92,C547804,33536.95,53181.36,0,0
181,TRANSFER,2891.83,C255842,8321.11,5429.28,C790125,41201.14,44092.97,0,0
182,DEBIT,18445.0,C938098,54107.24,35662.24,C808249,49049.08,67494.08,0,0
182,CASH_IN,4652.05,C491993,6305.84,1653.79,C938884,7649.54,12301.59,0,0
182,PAYMENT,16091.73,C984249,16482.22,390.49,M330336,30298.88,46390.61,0,0
182,TRANSFER,2543.77,C667049,5614.9,3071.13,C554170,13457.06,16000.83,0,0
182,PAYMENT,8201.27,C900356,23070.73,14869.46,M413004,22772.83,30974.1,0,0
183,PAYMENT,1574.83,C802586,3845.24,2270.41,M635806,36682.75,38257.58,0,0
183,PAYMENT,9657.31,C540659,25570.35,15913.04,M690039,43353.0,53010.31,0,0
183,DEBIT,20273.65,C301560,30814.4,10540.75,C406987,6321.52,26595.17,0,0
183,PAYMENT,16759.67,C674739,43971.33,27211.66,M893191,18961.12,35720.79,0,0
184,CASH_OUT,9099.23,C341524,10803.32,1704.09,C316101,7589.15,16688.38,0,0
184,DEBIT,335.11,C723706,751.58,416.47,C266237,11625.51,11960.62,0,0
184,PAYMENT,17667.91,C147245,26147.52,8479.61,M111446,9195.79,26863.7,0,0
185,PAYMENT,3687.17,C356381,5319.95,1632.78,M848177,8618.23,12305.4,0,0
185,TRANSFER,7804.11,C358617,13811.28,6007.17,C820789,22120.48,29924.59,0,0
185,DEBIT,4187.15,C395891,9504.27,5317.12,C660675,5096.72,9283.87,0,0
186,PAYMENT,10344.38,C302639,15525.76,5181.38,M733595,14494.47,24838.85,0,0
186,CASH_IN,13146.86,C144537,35850.83,22703.97,C913621,14566.81,27713.67,0,0
186,DEBIT,21272.87,C172292,59460.12,38187.25,C642073,17003.0,38275.87,0,0
187,CASH_OUT,24676.45,C296840,65719.22,41042.77,C361452,19228.6,43905.05,0,0
187,DEBIT,3800.39,C639549,7835.21,4034.82,C739354,36368.75,40169.14,0,0
188,DEBIT,13021.16,C549409,35279.36,22258.2,C884738,44230.54,57251.7,0,0
188,DEBIT,3071.28,C701339,6015.56,2944.28,C185260,6308.28,9379.56,0,0
188,CASH_OUT,16371.47,C435831,32929.84,16558.37,C867247,39091.84,55463.31,0,0
188,DEBIT,12329.67,C737266,23147.32,10817.65,C424185,16606.19,28935.86,0,0
188,CASH_IN,1236.27,C189324,1635.39,399.12,C694910,28055.34,29291.61,0,0
189,PAYMENT,9696.61,C912802,15648.82,5952.21,M991805,12781.32,22477.93,0,0
189,PAYMENT,16835.7,C488145,50443.05,33607.35,M433068,25831.49,42667.19,0,0
190,DEBIT,16574.18,C447421,35468.51,18894.33,C508852,7399.68,23973.86,0,0
190,DEBIT,22078.25,C260380,56739.77,34661.52,C535753,16946.35,39024.6,0,0
190,CASH_OUT,3769.7,C331466,10290.67,6520.97,C661673,14863.69,18633.39,0,0
190,PAYMENT,21281.61,C786474,22665.86,1384.25,M273338,44875.44,66157.05,0,0
191,CASH_OUT,23686.07,C704637,69069.06,45382.99,C216593,13419.79,37105.86,0,0
191,CASH_OUT,21993.96,C596900,53608.67,31614.71,C940556,47322.33,69316.29,0,0
191,PAYMENT,3182.56,C128578,7427.77,4245.21,M607956,6001.2,9183.76,0,0
191,CASH_IN,7515.52,C275814,8185.07,669.55,C128772,3322.62,10838.14,0,0
192,TRANSFER,5478.34,C614943,9664.85,4186.51,C541302,32900.0,38378.34,0,0
192,CASH_IN,3018.82,C806329,3019.26,0.44,C167428,43631.01,46649.83,0,0
192,TRANSFER,22974.53,C434653,68732.38,45757.85,C562132,12237.92,35212.45,0,0
193,CASH_OUT,11979.53,C821912,27566.21,15586.68,C102781,33948.91,45928.44,0,0
193,PAYMENT,2540.36,C828002,4006.27,1465.91,M764852,31453.15,33993.51,0,0
194,TRANSFER,19806.49,C605328,43284.13,23477.64,C824551,48939.09,68745.58,0,0
194,TRANSFER,21591.9,C800807,53430.19,31838.29,C925919,31316.79,52908.69,0,0
194,CASH_OUT,15763.27,C472996,24115.82,8352.55,C277368,24816.08,40579.35,0,0
195,DEBIT,20989.02,C538914,36629.3,15640.28,C956908,43730.52,64719.54,0,0
195,DEBIT,24679.27,C814996,55762.92,31083.65,C101194,36952.0,61631.27,0,0
195,PAYMENT,8374.75,C421780,18030.57,9655.82,M311380,22040.56,30415.31,0,0
195,TRANSFER,915.98,C942295,1146.2,230.22,C826284,16214.08,17130.06,0,0
195,DEBIT,1589.99,C280392,1778.14,188.15,C181285,47631.88,49221.87,0,0
196,CASH_IN,2784.84,C813874,3934.26,1149.42,C557117,6159.38,8944.22,0,0
196,CASH_OUT,16051.59,C850376,38488.26,22436.67,C751305,41317.85,57369.44,0,0
196,CASH_IN,15181.0,C794815,23444.78,8263.78,C739501,7107.13,22288.13,0,0
196,DEBIT,23896.6,C471418,27289.58,3392.98,C505077,15419.21,39315.81,0,0
196,CASH_IN,18051.56,C376124,42128.25,24076.69,C986403,34165.41,52216.97,0,0
197,DEBIT,17251.05,C137872,44697.24,27446.19,C700402,49003.96,66255.01,0,0
197,DEBIT,22326.88,C865321,61656.89,39330.01,C139852,8754.41,31081.29,0,0
197,TRANSFER,3682.71,C915490,6311.96,2629.25,C499839,20037.54,23720.25,0,0
197,PAYMENT,23227.58,C860388,45917.86,22690.28,M664510,24247.63,47475.21,0,0
198,TRANSFER,1941.2,C542001,5308.6,3367.4,C840136,41220.18,43161.38,0,0
198,CASH_IN,11099.17,C570272,30045.98,18946.81,C249229,9812.28,20911.45,0,0
198,CASH_OUT,16168.96,C400409,26697.2,10528.24,C304593,35954.4,52123.36,0,0
198,DEBIT,7708.74,C765872,14622.22,6913.48,C345181,4052.32,11761.06,0,0
199,PAYMENT,21793.82,C958168,64402.47,42608.65,M720243,21472.51,43266.33,0,0
199,DEBIT,11276.27,C830657,17713.91,6437.64,C633947,44131.36,55407.63,0,0
199,PAYMENT,23389.86,C448340,40157.24,16767.38,M661122,38556.3,61946.16,0,0
199,CASH_OUT,12653.37,C233940,14666.66,2013.29,C834551,24200.18,36853.55,0,0
199,CASH_IN,2535.62,C765357,2881.51,345.89,C208489,15707.51,18243.13,0,0
200,PAYMENT,2551.07,C955534,6484.56,3933.49,M525546,8572.38,11123.45,0,0
200,CASH_IN,19309.82,C745783,26065.29,6755.47,C884955,15400.85,34710.67,0,0
200,PAYMENT,20621.74,C794531,47687.03,27065.29,M938408,42246.43,62868.17,0,0
201,CASH_IN,17795.66,C388346,25991.98,8196.32,C529659,5526.38,23322.04,0,0
201,TRANSFER,10597.9,C614049,20857.54,10259.64,C447335,34216.81,44814.71,0,0
201,CASH_OUT,21369.58,C328414,25218.08,3848.5,C437538,20488.29,41857.87,0,0
201,PAYMENT,4880.02,C116026,10264.17,5384.15,M807337,18425.18,23305.2,0,0
202,TRANSFER,15238.21,C950989,42018.58,26780.37,C315542,32734.2,47972.41,0,0
202,CASH_OUT,1432.24,C119819,3578.46,2146.22,C713377,30988.89,32421.13,0,0
202,TRANSFER,21361.46,C345545,51600.47,30239.01,C397193,41898.83,63260.29,0,0
202,DEBIT,18578.78,C253814,34001.11,15422.33,C112971,8623.76,27202.54,0,0
202,TRANSFER,12161.91,C923225,26395.59,14233.68,C473115,42732.41,54894.32,0,0
203,DEBIT,16104.47,C558983,27883.02,11778.55,C113299,21095.54,37200.01,0,0
203,CASH_OUT,9436.42,C917995,13078.28,3641.86,C844529,31294.13,40730.55,0,0
203,TRANSFER,8510.76,C427090,12677.79,4167.03,C496422,40423.94,48934.7,0,0
203,CASH_OUT,20633.65,C696162,34366.63,13732.98,C383874,6033.97,26667.62,0,0
203,CASH_IN,24744.13,C931272,48699.13,23955.0,C555440,46411.16,71155.29,0,0
204,PAYMENT,10670.9,C458059,31425.42,20754.52,M936705,26926.86,37597.76,0,0
204,CASH_IN,10843.84,C875063,20127.89,9284.05,C963367,27834.26,38678.1,0,0
204,CASH_OUT,23841.93,C189263,40796.2,16954.27,C864072,28884.97,52726.9,0,0
204,DEBIT,12127.04,C859067,12692.32,565.28,C865393,37439.87,49566.91,0,0
204,CASH_IN,14778.95,C755651,23791.97,9013.02,C306524,37974.75,52753.7,0,0
205,PAYMENT,3285.72,C863625,3367.04,81.32,M750072,6310.03,9595.75,0,0
205,PAYMENT,7548.91,C266362,7839.64,290.73,M139932,430.58,7979.49,0,0
205,TRANSFER,7445.22,C902001,9578.5,2133.28,C750911,34162.94,41608.16,0,0
205,CASH_IN,21145.84,C568762,28375.85,7230.01,C842982,28994.75,50140.59,0,0
206,DEBIT,74.21,C967683,155.11,80.9,C362518,3703.42,3777.63,0,0
206,PAYMENT,21483.85,C680613,54764.78,33280.93,M552770,15688.02,37171.87,0,0
206,CASH_IN,19985.39,C988687,27191.1,7205.71,C569995,32195.28,52180.67,0,0
206,CASH_IN,9358.92,C819349,19506.06,10147.14,C945645,8212.33,17571.25,0,0
207,DEBIT,8959.43,C819807,21235.8,12276.37,C365913,21094.28,30053.71,0,0
207,DEBIT,7758.74,C703501,17059.04,9300.3,C189546,31767.79,39526.53,0,0
207,TRANSFER,334.3,C879912,573.37,239.07,C248622,3260.95,3595.25,0,0
207,TRANSFER,9876.75,C566434,17553.42,7676.67,C581442,46508.4,56385.15,0,0
207,CASH_OUT,13420.66,C349182,17232.29,3811.63,C511659,12623.26,26043.92,0,0
208,DEBIT,13503.7,C120766,24047.02,10543.32,C956022,23853.63,37357.33,0,0
208,CASH_IN,8255.18,C531152,16725.85,8470.67,C699030,32786.78,41041.96,0,0
208,PAYMENT,24858.19,C376856,67088.54,42230.35,M268032,13201.73,38059.92,0,0
208,CASH_OUT,12008.97,C358820,23997.29,11988.32,C169937,41508.68,53517.65,0,0
208,CASH_OUT,1419.5,C317359,3196.61,1777.11,C949296,9555.51,10975.01,0,0
209,DEBIT,22385.63,C760589,58725.77,36340.14,C181912,44579.97,66965.6,0,0
209,CASH_OUT,7394.21,C663175,12371.76,4977.55,C902069,44573.4,51967.61,0,0
210,CASH_OUT,12323.96,C998066,22802.7,10478.74,C628576,7236.85,19560.81,0,0
210,CASH_OUT,12060.22,C844927,25728.79,13668.57,C264354,3670.93,15731.15,0,0
210,TRANSFER,19262.11,C585159,38092.66,18830.55,C189557,23610.88,42872.99,0,0
210,CASH_IN,18293.36,C263326,33542.68,15249.32,C367772,527.52,18820.88,0,0
210,DEBIT,16725.4,C803809,36912.9,20187.5,C832487,26402.47,43127.87,0,0
211,CASH_OUT,10633.72,C237668,25132.17,14498.45,C623939,24767.29,35401.01,0,0
211,CASH_OUT,23821.39,C853468,37240.79,13419.4,C302306,34351.4,58172.79,0,0
211,DEBIT,19171.41,C198643,41012.3,21840.89,C189232,21785.32,40956.73,0,0
211,TRANSFER,23244.16,C913869,28114.82,4870.66,C710976,13781.03,37025.19,0,0
212,CASH_OUT,12412.93,C662576,19151.74,6738.81,C841126,41380.26,53793.19,0,0
212,CASH_OUT,19053.17,C458149,54691.81,35638.64,C792029,25098.06,44151.23,0,0
212,TRANSFER,1936.62,C216036,3701.29,1764.67,C701983,43201.66,45138.28,0,0
212,PAYMENT,21311.0,C839331,46364.21,25053.21,M602600,49572.15,70883.15,0,0
212,DEBIT,8352.97,C470278,18080.13,9727.16,C597016,30267.77,38620.74,0,0
213,DEBIT,16862.19,C197370,40694.03,23831.84,C264475,47913.92,64776.11,0,0
213,DEBIT,10454.85,C520033,13351.93,2897.08,C393632,26837.07,37291.92,0,0
214,CASH_OUT,13110.16,C447913,13254.83,144.67,C666122,31126.6,44236.76,0,0
214,CASH_IN,20154.59,C419358,28872.14,8717.55,C489858,7252.52,27407.11,0,0
214,CASH_OUT,2828.13,C138950,6518.47,3690.34,C578213,46664.59,49492.72,0,0
214,CASH_OUT,20066.98,C603813,58300.17,38233.19,C264351,8764.31,28831.29,0,0
215,TRANSFER,7124.11,C548854,7997.39,873.28,C190058,10756.79,17880.9,0,0
215,PAYMENT,11574.1,C742619,29088.02,17513.92,M351136,49035.57,60609.67,0,0
215,CASH_OUT,22434.78,C495028,39575.17,17140.39,C403340,13162.77,35597.55,0,0
215,PAYMENT,10770.64,C966667,18638.03,7867.39,M831062,19327.0,30097.64,0,0
216,DEBIT,19422.71,C945473,38970.6,19547.89,C335713,10381.0,29803.71,0,0
216,TRANSFER,23924.99,C881322,67978.28,44053.29,C844558,15440.53,39365.52,0,0
216,CASH_IN,17747.43,C575107,33800.7,16053.27,C128909,11603.3,29350.73,0,0
217,PAYMENT,5054.8,C128483,10430.6,5375.8,M272713,37751.91,42806.71,0,0
217,CASH_OUT,22527.3,C498361,60764.62,38237.32,C732921,35598.68,58125.98,0,0
217,PAYMENT,6352.53,C551645,8079.45,1726.92,M565355,17136.02,23488.55,0,0
217,PAYMENT,14133.37,C303896,29020.28,14886.91,M115555,47798.3,61931.67,0,0
217,DEBIT,6476.05,C672782,13897.53,7421.48,C197577,22298.03,28774.08,0,0
218,PAYMENT,8631.3,C416623,20251.22,11619.92,M579318,20395.67,29026.97,0,0
218,PAYMENT,7983.7,C702396,11376.77,3393.07,M788027,31221.55,39205.25,0,0
218,CASH_OUT,21582.36,C411915,62821.16,41238.8,C298206,36695.77,58278.13,0,0
219,DEBIT,1888.51,C328168,2195.54,307.03,C753028,25761.82,27650.33,0,0
219,CASH_IN,13485.9,C208015,27543.96,14058.06,C418778,27329.64,40815.54,0,0
219,PAYMENT,12766.86,C563315,21803.38,9036.52,M435827,43374.97,56141.83,0,0
219,CASH_OUT,2179.47,C529896,2453.65,274.18,C968224,32250.95,34430.42,0,0
219,CASH_IN,3616.32,C397318,9285.6,5669.28,C543459,17296.94,20913.26,0,0
220,TRANSFER,8912.48,C131755,25570.97,16658.49,C971195,44793.63,53706.11,0,0
220,DEBIT,20726.05,C226665,57308.19,36582.14,C858442,10482.76,31208.81,0,0
221,PAYMENT,8530.26,C141580,20789.79,12259.53,M568577,22882.74,31413.0,0,0
221,CASH_IN,9087.5,C787470,9427.58,340.08,C393334,35673.07,44760.57,0,0
221,DEBIT,11081.43,C692192,27678.57,16597.14,C296954,49469.16,60550.59,0,0
221,PAYMENT,4267.99,C982604,7307.75,3039.76,M343855,43167.45,47435.44,0,0
222,CASH_IN,11707.58,C828521,26527.43,14819.85,C659567,36533.91,48241.49,0,0
222,DEBIT,4540.3,C667560,8466.58,3926.28,C835357,5832.84,10373.14,0,0
222,PAYMENT,5098.49,C577211,7847.37,2748.88,M451834,37656.96,42755.45,0,0
222,CASH_OUT,20846.81,C938280,39724.21,18877.4,C816843,18990.52,39837.33,0,0
223,PAYMENT,3186.49,C675202,7457.64,4271.15,M260838,322.53,3509.02,0,0
223,CASH_OUT,871.69,C807190,2017.83,1146.14,C790383,14992.03,15863.72,0,0
224,DEBIT,16895.77,C378220,25164.72,8268.95,C570946,11637.28,28533.05,0,0
224,TRANSFER,13928.01,C272767,39490.73,25562.72,C162750,39361.64,53289.65,0,0
224,CASH_IN,5558.91,C809953,8964.1,3405.19,C212009,45062.39,50621.3,0,0
224,DEBIT,18384.69,C402354,37294.73,18910.04,C191072,44.39,18429.08,0,0
225,CASH_IN,4663.22,C256795,7434.34,2771.12,C169419,8501.44,13164.66,0,0
225,PAYMENT,79.6,C583590,100.06,20.46,M918107,15993.65,16073.25,0,0
225,DEBIT,7320.68,C154997,16383.93,9063.25,C119340,33333.7,40654.38,0,0
226,TRANSFER,13708.12,C862924,36382.29,22674.17,C224166,44638.8,58346.92,0,0
226,CASH_IN,9487.15,C520532,28320.4,18833.25,C478296,15142.01,24629.16,0,0
226,CASH_OUT,14337.1,C361093,17790.6,3453.5,C865897,13490.67,27827.77,0,0
227,CASH_OUT,13898.61,C501926,19243.04,5344.43,C698279,42570.25,56468.86,0,0
227,TRANSFER,13703.89,C864194,35340.94,21637.05,C718062,18178.0,31881.89,0,0
227,PAYMENT,22632.77,C438376,61347.02,38714.25,M239062,13557.63,36190.4,0,0
227,DEBIT,10672.23,C348163,26920.21,16247.98,C154374,36217.73,46889.96,0,0
228,TRANSFER,19948.49,C881767,50863.15,30914.66,C504497,30608.97,50557.46,0,0
228,PAYMENT,7841.44,C343735,13611.38,5769.94,M842254,14207.59,22049.03,0,0
229,CASH_OUT,20343.71,C156425,58913.86,38570.15,C258736,34914.22,55257.93,0,0
229,DEBIT,16099.89,C451560,22856.75,6756.86,C718352,10649.4,26749.29,0,0
229,CASH_OUT,6655.51,C975613,14587.23,7931.72,C896971,11657.36,18312.87,0,0
230,CASH_OUT,190564.33,C505848,190564.33,0.0,C613993,15397.4,19000.46,1,0
230,CASH_IN,7068.19,C116297,11805.41,4737.22,C409713,13786.19,20854.38,0,0
231,CASH_OUT,8443.91,C488091,22843.7,14399.79,C407769,25432.34,33876.25,0,0
231,PAYMENT,12307.37,C925136,24859.83,12552.46,M385494,5033.45,17340.82,0,0
232,PAYMENT,12665.22,C108830,16357.37,3692.15,M168308,31273.13,43938.35,0,0
232,TRANSFER,10916.24,C753112,21346.49,10430.25,C274802,25095.06,36011.3,0,0
232,CASH_OUT,13823.01,C119710,15840.76,2017.75,C839501,30695.95,44518.96,0,0
232,CASH_IN,14675.63,C240825,27091.7,12416.07,C784662,6106.19,20781.82,0,0
232,CASH_OUT,6896.12,C870772,8396.39,1500.27,C853613,32697.6,39593.72,0,0
233,CASH_OUT,8916.63,C162810,18157.67,9241.04,C813652,13210.93,22127.56,0,0
233,DEBIT,24829.69,C378574,64278.57,39448.88,C925617,49023.99,73853.68,0,0
234,CASH_OUT,7971.34,C290898,10880.45,2909.11,C264966,44384.33,52355.67,0,0
234,CASH_OUT,56.1,C452811,134.56,78.46,C384351,18163.42,18219.52,0,0
235,TRANSFER,10617.91,C384767,17895.86,7277.95,C167935,8650.53,19268.44,0,0
235,TRANSFER,10048.36,C741233,11309.93,1261.57,C177711,10249.62,20297.98,0,0
235,CASH_OUT,16579.84,C225031,43988.81,27408.97,C420258,42027.59,58607.43,0,0
235,PAYMENT,4180.17,C665142,4273.27,93.1,M320106,39003.4,43183.57,0,0
235,DEBIT,5842.6,C396309,11831.86,5989.26,C687146,43318.85,49161.45,0,0
236,CASH_OUT,20334.32,C248831,24466.9,4132.58,C823648,22948.89,43283.21,0,0
236,PAYMENT,7498.25,C868762,18551.41,11053.16,M890902,28986.87,36485.12,0,0
236,TRANSFER,8309.67,C430293,19460.41,11150.74,C743972,19997.14,28306.81,0,0
236,DEBIT,22702.46,C117685,25046.84,2344.38,C779703,2343.51,25045.97,0,0
237,CASH_OUT,9796.32,C738993,23886.64,14090.32,C537919,6375.95,16172.27,0,0
237,CASH_OUT,15832.69,C526988,34851.91,19019.22,C417015,30384.11,46216.8,0,0
237,TRANSFER,15880.99,C936946,42222.5,26341.51,C765594,42079.99,57960.98,0,0
238,PAYMENT,14572.83,C346846,19011.95,4439.12,M595083,29093.98,43666.81,0,0
238,CASH_OUT,22512.01,C781868,24497.81,1985.8,C167457,6128.5,28640.51,0,0
238,TRANSFER,8417.6,C475104,10528.82,2111.22,C938526,30859.13,39276.73,0,0
239,DEBIT,18583.75,C439982,49804.56,31220.81,C649355,13331.66,31915.41,0,0
239,TRANSFER,21650.02,C354413,44706.06,23056.04,C409961,25038.97,46688.99,0,0
239,TRANSFER,22423.17,C448639,27712.28,5289.11,C797337,30202.72,52625.89,0,0
239,DEBIT,24281.82,C326663,26352.31,2070.49,C817358,48708.33,72990.15,0,0
239,DEBIT,6659.91,C395589,17428.24,10768.33,C337074,48902.19,55562.1,0,0
240,CASH_OUT,22942.09,C580556,24592.49,1650.4,C831996,1658.84,24600.93,0,0
240,TRANSFER,17925.58,C875505,49042.24,31116.66,C152155,35847.19,53772.77,0,0
240,CASH_IN,2054.21,C145288,5641.85,3587.64,C295864,42051.87,44106.08,0,0
240,CASH_OUT,14875.31,C566403,22399.98,7524.67,C486304,16989.0,31864.31,0,0
240,CASH_OUT,12933.04,C246187,12992.95,59.91,C682877,1415.21,14348.25,0,0
241,TRANSFER,20027.53,C529721,52419.45,32391.92,C794216,15455.71,35483.24,0,0
241,TRANSFER,12096.4,C888242,18223.18,6126.78,C823805,10286.2,22382.6,0,0
241,CASH_OUT,6091.86,C654537,6119.66,27.8,C845998,46100.09,52191.95,0,0
241,CASH_OUT,9456.24,C200693,25947.17,16490.93,C994492,13142.46,22598.7,0,0
242,TRANSFER,17127.28,C523036,31159.89,14032.61,C843684,16087.74,33215.02,0,0
242,CASH_OUT,24759.13,C627533,54313.75,29554.62,C942243,40757.28,65516.41,0,0
242,TRANSFER,887.03,C565542,2060.02,1172.99,C891355,49244.25,50131.28,0,0
242,DEBIT,23993.01,C927961,37828.73,13835.72,C783473,5894.98,29887.99,0,0
243,DEBIT,15029.12,C985162,34362.74,19333.62,C381991,6924.27,21953.39,0,0
243,TRANSFER,3376.42,C796186,10115.21,6738.79,C695728,40215.25,43591.67,0,0
244,DEBIT,16592.76,C775275,27446.23,10853.47,C822416,31292.51,47885.27,0,0
244,TRANSFER,265.22,C881716,636.44,371.22,C172707,28266.63,28531.85,0,0
244,PAYMENT,4146.38,C813630,10678.25,6531.87,M996973,42133.26,46279.64,0,0
244,PAYMENT,15931.51,C567928,45843.49,29911.98,M132890,21641.78,37573.29,0,0
245,DEBIT,21824.54,C725286,30965.51,9140.97,C244885,32612.02,54436.56,0,0
245,CASH_OUT,7045.86,C925329,20540.01,13494.15,C241525,18274.44,25320.3,0,0
246,TRANSFER,1777.64,C838475,2534.95,757.31,C275864,34334.49,36112.13,0,0
246,CASH_OUT,18160.15,C849670,52407.19,34247.04,C645888,9527.28,27687.43,0,0
246,PAYMENT,18786.31,C139059,26879.75,8093.44,M276187,6662.54,25448.85,0,0
246,DEBIT,9256.53,C137366,16473.3,7216.77,C647155,12028.31,21284.84,0,0
247,CASH_IN,7845.79,C411841,22724.04,14878.25,C417494,10486.29,18332.08,0,0
247,CASH_OUT,18114.82,C575336,27048.78,8933.96,C371395,21030.15,39144.97,0,0
247,CASH_OUT,15839.59,C916253,45380.22,29540.63,C371263,49187.07,65026.66,0,0
248,PAYMENT,19817.61,C578060,54348.85,34531.24,M707080,30474.49,50292.1,0,0
248,TRANSFER,491.63,C472366,1334.52,842.89,C514926,35452.05,35943.68,0,0
248,CASH_IN,11676.46,C406696,19334.16,7657.7,C915071,4650.08,16326.54,0,0
248,CASH_IN,10866.52,C553468,17165.63,6299.11,C253203,10111.48,20978.0,0,0
249,PAYMENT,10353.64,C737867,15910.49,5556.85,M867905,13932.08,24285.72,0,0
249,TRANSFER,11198.71,C310101,26178.21,14979.5,C280976,22557.44,33756.15,0,0
249,TRANSFER,5855.63,C521450,7687.39,1831.76,C426066,23994.68,29850.31,0,0
249,CASH_OUT,17203.24,C913541,46264.51,29061.27,C943661,16542.44,33745.68,0,0
249,CASH_IN,1028.93,C588392,3075.73,2046.8,C554878,49561.71,50590.64,0,0
250,TRANSFER,24202.88,C382286,67539.57,43336.69,C777706,17162.63,41365.51,0,0
250,CASH_OUT,7208.51,C126936,7559.96,351.45,C377382,15589.04,22797.55,0,0
250,DEBIT,14577.48,C819495,29312.69,14735.21,C647771,11251.69,25829.17,0,0
250,TRANSFER,20297.53,C405601,29713.3,9415.77,C348068,25082.75,45380.28,0,0
251,DEBIT,16396.37,C901278,34977.23,18580.86,C455226,7500.77,23897.14,0,0
251,CASH_OUT,1713.59,C331144,3839.22,2125.63,C751953,28323.24,30036.83,0,0
251,DEBIT,21745.88,C186140,64120.34,42374.46,C642522,18903.48,40649.36,0,0
251,CASH_OUT,1828.02,C591066,4590.65,2762.63,C383738,14652.07,16480.09,0,0
252,CASH_OUT,24214.84,C860916,52887.12,28672.28,C253046,32970.87,57185.71,0,0
252,CASH_IN,16421.7,C812123,25550.07,9128.37,C397116,31452.07,47873.77,0,0
252,TRANSFER,24095.59,C850835,39359.73,15264.14,C293773,18721.92,42817.51,0,0
252,DEBIT,21946.4,C375888,41774.83,19828.43,C846878,26811.41,48757.81,0,0
252,CASH_OUT,20979.2,C248558,47099.71,26120.51,C139857,41501.7,62480.9,0,0
253,CASH_OUT,17217.81,C634143,22257.34,5039.53,C843137,29390.46,46608.27,0,0
253,CASH_IN,3190.04,C223696,4917.23,1727.19,C970180,7907.01,11097.05,0,0
254,PAYMENT,11696.92,C108765,14069.84,2372.92,M634925,8552.04,20248.96,0,0
254,PAYMENT,20008.28,C628996,40270.18,20261.9,M450964,38394.17,58402.45,0,0
254,DEBIT,18308.23,C699370,50195.4,31887.17,C730638,49958.37,68266.6,0,0
254,CASH_IN,2846.1,C427726,7419.34,4573.24,C743570,41756.96,44603.06,0,0
255,TRANSFER,10820.6,C551785,20421.86,9601.26,C966981,33679.91,44500.51,0,0
255,PAYMENT,10378.68,C736951,23694.2,13315.52,M154803,11833.35,22212.03,0,0
256,CASH_IN,12265.92,C751848,29041.83,16775.91,C363612,6690.65,18956.57,0,0
256,CASH_IN,2163.48,C270809,4385.22,2221.74,C817669,32551.71,34715.19,0,0
256,DEBIT,7815.29,C258336,21860.37,14045.08,C969199,1843.5,9658.79,0,0
257,DEBIT,16119.15,C345547,19695.43,3576.28,C324415,45570.43,61689.58,0,0
257,CASH_OUT,22465.66,C767352,46981.91,24516.25,C734697,46951.89,69417.55,0,0
257,CASH_IN,22850.12,C549452,46861.16,24011.04,C999093,42555.41,65405.53,0,0
257,PAYMENT,863.17,C761254,934.32,71.15,M568062,10495.32,11358.49,0,0
257,CASH_IN,9290.82,C982778,21911.28,12620.46,C168908,1038.05,10328.87,0,0
258,DEBIT,1887.89,C194275,5386.19,3498.3,C959987,43507.36,45395.25,0,0
258,TRANSFER,3743.01,C753730,7365.67,3622.66,C754178,5532.26,9275.27,0,0
